clip_id,categories,duration,youtube_id
NVkCiibfhYI.1,['News & Politics'],"['00:00:10.559', '00:00:21.300']",NVkCiibfhYI
PJe94bKB5_c.32,['People & Blogs'],"['00:07:06.780', '00:07:17.729']",PJe94bKB5_c
R2a_Ecd5Eqg.21,['Autos & Vehicles'],"['00:02:40.840', '00:02:51.940']",R2a_Ecd5Eqg
X-8gyWQtT9c.5,['Howto & Style'],"['00:00:48.230', '00:00:58.680']",X-8gyWQtT9c
B8OOnnoTp44.8,['Autos & Vehicles'],"['00:01:16.200', '00:01:36.659']",B8OOnnoTp44
nd0EOxnCiDA.7,['Film & Animation'],"['00:01:09.360', '00:01:19.500']",nd0EOxnCiDA
JDwX9YB8pqY.17,['Education'],"['00:02:58.350', '00:03:09.030']",JDwX9YB8pqY
m6gffbRzH50.6,['Sports'],"['00:01:24.320', '00:01:40.070']",m6gffbRzH50
cGYYEUUNisQ.20,['Autos & Vehicles'],"['00:03:40.150', '00:04:00.640']",cGYYEUUNisQ
3LAK89M1qok.4,['Sports'],"['00:00:34.649', '00:00:48.780']",3LAK89M1qok
gHwd53nl0Ck.6,['News & Politics'],"['00:00:47.610', '00:01:00.790']",gHwd53nl0Ck
P67tWF2mMrM.17,['Science & Technology'],"['00:02:45.780', '00:03:05.250']",P67tWF2mMrM
b1TeENyapZo.35,['Gaming'],"['00:06:23.270', '00:06:44.510']",b1TeENyapZo
nUrMrPzbkis.24,['Howto & Style'],"['00:02:59.880', '00:03:10.210']",nUrMrPzbkis
7EuWGFgkC2k.5,['Entertainment'],"['00:01:56.940', '00:02:35.700']",7EuWGFgkC2k
5IEfJQPah-Q.6,['Sports'],"['00:01:00.170', '00:01:39.610']",5IEfJQPah-Q
JHBwHH5_yIw.2,['News & Politics'],"['00:00:44.000', '00:00:56.570']",JHBwHH5_yIw
kVLTf0Cf99w.15,['Science & Technology'],"['00:02:22.590', '00:02:32.940']",kVLTf0Cf99w
JUHc532PE5g.15,['Howto & Style'],"['00:02:54.890', '00:03:05.019']",JUHc532PE5g
k884HBR5Pl8.12,['Science & Technology'],"['00:02:02.750', '00:02:13.210']",k884HBR5Pl8
_JskH8-GvyU.14,['Science & Technology'],"['00:02:48.170', '00:03:03.709']",_JskH8-GvyU
ZFkmvEv3hXw.3,['Science & Technology'],"['00:00:27.990', '00:00:44.280']",ZFkmvEv3hXw
pJRzjUUrllk.20,['Entertainment'],"['00:02:53.920', '00:03:12.760']",pJRzjUUrllk
kUW-r5gla3s.11,['Howto & Style'],"['00:02:17.569', '00:02:34.250']",kUW-r5gla3s
k32eNnWPh2I.13,['Education'],"['00:02:10.259', '00:02:29.630']",k32eNnWPh2I
nAxXliXcm3o.9,['Howto & Style'],"['00:01:20.070', '00:01:33.020']",nAxXliXcm3o
5Dm3g_vwAKE.13,['Autos & Vehicles'],"['00:02:05.140', '00:02:17.200']",5Dm3g_vwAKE
iU6Vq2pBI-I.59,['Education'],"['00:10:56.010', '00:11:23.850']",iU6Vq2pBI-I
pBs9bpIFNgg.72,['Autos & Vehicles'],"['00:07:47.777', '00:07:59.450']",pBs9bpIFNgg
m70_PSQ1sng.3,['News & Politics'],"['00:00:42.660', '00:00:59.520']",m70_PSQ1sng
iBRnqz4bD6s.15,['Autos & Vehicles'],"['00:02:31.140', '00:02:41.550']",iBRnqz4bD6s
VCuU5Ho8BTs.7,['News & Politics'],"['00:01:34.680', '00:01:46.500']",VCuU5Ho8BTs
J8SD0Q2s3V8.6,['News & Politics'],"['00:00:34.940', '00:00:47.880']",J8SD0Q2s3V8
ZoJHWuOP3Gg.1,['Travel & Events'],"['00:00:16.309', '00:00:27.240']",ZoJHWuOP3Gg
HHu6jUNHr4A.4,['Sports'],"['00:00:42.329', '00:00:58.590']",HHu6jUNHr4A
azMh3QYEtQM.38,['Pets & Animals'],"['00:05:59.020', '00:06:18.789']",azMh3QYEtQM
ZyHRAjyc6Vw.56,['Education'],"['00:10:24.430', '00:10:54.490']",ZyHRAjyc6Vw
kDvNdzb6c_w.59,['Education'],"['00:10:23.370', '00:10:44.890']",kDvNdzb6c_w
aqr4WH54p9M.6,['Education'],"['00:01:32.800', '00:01:46.810']",aqr4WH54p9M
q8y-RLkpsnk.22,['Pets & Animals'],"['00:02:53.273', '00:03:04.584']",q8y-RLkpsnk
PKksZSZMAJ8.9,['Gaming'],"['00:01:43.580', '00:01:58.190']",PKksZSZMAJ8
N4_VkraH_LI.8,['Education'],"['00:01:33.539', '00:01:51.130']",N4_VkraH_LI
J52RmyDTHaY.30,['Autos & Vehicles'],"['00:04:58.599', '00:05:11.409']",J52RmyDTHaY
lKbzkRqBrF8.7,['Sports'],"['00:02:14.590', '00:02:29.769']",lKbzkRqBrF8
nwDGqi0Wqq4.8,['Entertainment'],"['00:01:01.649', '00:01:14.340']",nwDGqi0Wqq4
pFagG2e1KG0.1,['Sports'],"['00:00:05.759', '00:00:16.109']",pFagG2e1KG0
VQ2G-bff-RY.40,['Gaming'],"['00:06:32.000', '00:06:50.310']",VQ2G-bff-RY
kHsUttANUPk.25,['Education'],"['00:04:30.729', '00:04:41.830']",kHsUttANUPk
nTnhTuDMG8I.35,['Science & Technology'],"['00:05:14.830', '00:05:33.250']",nTnhTuDMG8I
kAc29qE5Dj0.27,['Film & Animation'],"['00:04:41.700', '00:04:52.200']",kAc29qE5Dj0
b7FTyeGBEPA.6,['Travel & Events'],"['00:01:22.810', '00:01:33.930']",b7FTyeGBEPA
V3RQhxoCmtk.11,['Autos & Vehicles'],"['00:03:26.220', '00:03:42.060']",V3RQhxoCmtk
3OWzAYlfhxM.14,['Sports'],"['00:03:12.320', '00:03:27.750']",3OWzAYlfhxM
YFeYgVZ9Ks8.18,['Education'],"['00:06:54.050', '00:07:30.620']",YFeYgVZ9Ks8
r5yK2cJgYrw.8,['Sports'],"['00:01:08.909', '00:01:31.530']",r5yK2cJgYrw
q4Hz8sNy7SM.31,['Comedy'],"['00:07:32.129', '00:07:51.939']",q4Hz8sNy7SM
g55zobFpHcA.41,['Howto & Style'],"['00:08:19.020', '00:08:33.180']",g55zobFpHcA
mqdOJhKNSHw.14,['Film & Animation'],"['00:02:41.220', '00:02:54.930']",mqdOJhKNSHw
ZlH_leMJFe4.1,['Autos & Vehicles'],"['00:00:09.809', '00:00:22.529']",ZlH_leMJFe4
Z7lvZP6Bsc4.10,['Travel & Events'],"['00:02:26.099', '00:02:45.030']",Z7lvZP6Bsc4
nUDhdlWN6As.17,['Education'],"['00:02:26.370', '00:02:44.970']",nUDhdlWN6As
c4tvJplKsbk.27,['Autos & Vehicles'],"['00:05:47.349', '00:06:00.310']",c4tvJplKsbk
aIXLa7DM3gE.16,['Howto & Style'],"['00:04:09.370', '00:04:35.200']",aIXLa7DM3gE
JOmgciEWxPM.3,['News & Politics'],"['00:00:33.809', '00:00:52.739']",JOmgciEWxPM
FS8BbIdDVGI.16,['Entertainment'],"['00:03:00.730', '00:03:11.829']",FS8BbIdDVGI
anDIASMNmCQ.65,['Autos & Vehicles'],"['00:12:42.150', '00:12:52.339']",anDIASMNmCQ
XQ3XE-_XKv0.24,['Howto & Style'],"['00:03:47.519', '00:04:01.620']",XQ3XE-_XKv0
XB29kM9gwPc.1,['Autos & Vehicles'],"['00:00:32.150', '00:00:44.610']",XB29kM9gwPc
7G5k9ca3nRI.2,['Autos & Vehicles'],"['00:00:28.140', '00:00:41.219']",7G5k9ca3nRI
qTyozpBTXlo.38,['Travel & Events'],"['00:05:29.880', '00:05:42.870']",qTyozpBTXlo
B99TzqIBuKI.4,['Autos & Vehicles'],"['00:00:34.680', '00:00:55.770']",B99TzqIBuKI
nfe0gLFgtiY.10,['Sports'],"['00:01:48.509', '00:02:00.780']",nfe0gLFgtiY
l548iL4ql3w.6,['People & Blogs'],"['00:01:33.600', '00:02:00.460']",l548iL4ql3w
mQZWmxtdQ9E.12,['People & Blogs'],"['00:02:10.769', '00:02:20.819']",mQZWmxtdQ9E
pYVNQ0SrZck.11,['Travel & Events'],"['00:02:50.359', '00:03:02.310']",pYVNQ0SrZck
3s5V7eAI5T8.2,['Sports'],"['00:00:35.250', '00:00:49.200']",3s5V7eAI5T8
Ve4bMC4c_u8.8,['Sports'],"['00:01:40.950', '00:01:57.540']",Ve4bMC4c_u8
rv1POMB0TwM.1,['Autos & Vehicles'],"['00:00:18.060', '00:00:35.820']",rv1POMB0TwM
LQLtRRe5EBc.24,['News & Politics'],"['00:03:43.740', '00:03:55.000']",LQLtRRe5EBc
eNwHNYXSCGg.17,['Entertainment'],"['00:03:18.940', '00:03:33.160']",eNwHNYXSCGg
nvA6M8VmHjA.4,['Sports'],"['00:00:38.340', '00:00:53.610']",nvA6M8VmHjA
kWF3Jm1ukrQ.22,['Education'],"['00:04:33.520', '00:04:47.710']",kWF3Jm1ukrQ
n7M8vQYoewE.1,['Sports'],"['00:00:15.080', '00:00:26.189']",n7M8vQYoewE
rcnW0ckkohQ.3,['Education'],"['00:00:50.570', '00:01:02.089']",rcnW0ckkohQ
rhJvxZZEnGw.3,['Sports'],"['00:00:51.390', '00:01:02.609']",rhJvxZZEnGw
VHL3_i5VdIQ.3,['Comedy'],"['00:00:22.600', '00:00:33.660']",VHL3_i5VdIQ
19nukMH3d_A.31,['Film & Animation'],"['00:05:37.410', '00:05:49.410']",19nukMH3d_A
p5t2TTyZA0U.11,['Science & Technology'],"['00:02:06.729', '00:02:17.140']",p5t2TTyZA0U
JPLKi10TO7g.28,['Education'],"['00:03:42.740', '00:03:54.459']",JPLKi10TO7g
Zo4jPqnzGj0.5,['Science & Technology'],"['00:00:41.190', '00:00:51.300']",Zo4jPqnzGj0
RJGFZhiXsfA.10,['Travel & Events'],"['00:01:57.709', '00:02:08.000']",RJGFZhiXsfA
naYPttv_R68.6,['News & Politics'],"['00:00:57.539', '00:01:07.619']",naYPttv_R68
_LpiwOXFEoU.26,['Science & Technology'],"['00:03:24.280', '00:03:39.400']",_LpiwOXFEoU
ZJYIVkqTZBE.34,['Pets & Animals'],"['00:05:55.660', '00:06:11.520']",ZJYIVkqTZBE
XRATDHXxuqo.116,['Film & Animation'],"['00:17:58.250', '00:18:08.760']",XRATDHXxuqo
kQbQhYm9JbI.4,['Sports'],"['00:00:46.469', '00:01:08.880']",kQbQhYm9JbI
cKUoRghyraE.7,['News & Politics'],"['00:01:31.400', '00:01:43.320']",cKUoRghyraE
JHkll2_d0rE.5,['News & Politics'],"['00:00:45.329', '00:00:58.949']",JHkll2_d0rE
aWhRQUf_XDo.3,['News & Politics'],"['00:00:47.789', '00:01:03.960']",aWhRQUf_XDo
aOZKK_kB_aQ.11,['Sports'],"['00:01:55.860', '00:02:13.560']",aOZKK_kB_aQ
7LyhhHC1Vho.7,['Travel & Events'],"['00:01:56.880', '00:02:07.810']",7LyhhHC1Vho
XF8Z2SA81Y4.17,['Education'],"['00:03:20.210', '00:03:32.990']",XF8Z2SA81Y4
lQkc0DcS7O4.11,['Sports'],"['00:02:15.160', '00:02:25.180']",lQkc0DcS7O4
7GEhU15eLFs.29,['Howto & Style'],"['00:04:43.870', '00:05:06.880']",7GEhU15eLFs
B3Ohur6ek5c.54,['Sports'],"['00:07:52.470', '00:08:05.430']",B3Ohur6ek5c
oI9OmoMwz5s.22,['Science & Technology'],"['00:05:51.790', '00:06:09.790']",oI9OmoMwz5s
qW4lIMA5-24.72,['Autos & Vehicles'],"['00:09:00.647', '00:09:15.108']",qW4lIMA5-24
Vfysr32G_SY.5,['Science & Technology'],"['00:00:45.860', '00:01:00.570']",Vfysr32G_SY
YM4NGHU6rHg.6,['News & Politics'],"['00:00:46.680', '00:01:01.680']",YM4NGHU6rHg
pFw5G6jn0V0.26,['Comedy'],"['00:03:54.410', '00:04:07.640']",pFw5G6jn0V0
FMGkxeT-D1E.1,['Nonprofits & Activism'],"['00:00:22.869', '00:00:34.840']",FMGkxeT-D1E
l4T-jDq7F6I.19,['News & Politics'],"['00:04:13.100', '00:04:43.400']",l4T-jDq7F6I
nN6CogQq8VE.23,['Gaming'],"['00:04:11.900', '00:04:47.720']",nN6CogQq8VE
nYE4D8LOkJ4.34,['Pets & Animals'],"['00:05:46.669', '00:06:02.509']",nYE4D8LOkJ4
1NBreW1TUoM.13,['Film & Animation'],"['00:03:27.860', '00:03:48.170']",1NBreW1TUoM
3Pi7mxRdd7M.22,['Science & Technology'],"['00:05:28.080', '00:05:52.400']",3Pi7mxRdd7M
VEjRBUtZnCM.7,['News & Politics'],"['00:00:34.501', '00:00:45.145']",VEjRBUtZnCM
m7CEjB-lt7M.23,['Howto & Style'],"['00:03:39.200', '00:03:50.840']",m7CEjB-lt7M
XU8EimR4nf8.19,['Travel & Events'],"['00:02:50.530', '00:03:16.930']",XU8EimR4nf8
P89IQ5Nr8NQ.13,['Entertainment'],"['00:02:15.459', '00:02:25.750']",P89IQ5Nr8NQ
mXYq4B3g_AA.3,['People & Blogs'],"['00:00:28.830', '00:00:48.450']",mXYq4B3g_AA
HQFlntUo16A.9,['Autos & Vehicles'],"['00:02:19.660', '00:02:35.130']",HQFlntUo16A
PAeYsdWNRWY.23,['Education'],"['00:04:03.959', '00:04:23.900']",PAeYsdWNRWY
qG1bkSbgi40.36,['Entertainment'],"['00:06:04.510', '00:06:21.850']",qG1bkSbgi40
_MKyZ8Y6E6w.3,['Autos & Vehicles'],"['00:00:31.610', '00:00:46.160']",_MKyZ8Y6E6w
lHv7ypSzlQY.2,['Autos & Vehicles'],"['00:00:29.369', '00:00:42.170']",lHv7ypSzlQY
iUmwx4k6GuU.28,['Science & Technology'],"['00:04:00.430', '00:04:10.900']",iUmwx4k6GuU
3Nr4Jt8_1mY.21,['Education'],"['00:03:25.290', '00:03:45.470']",3Nr4Jt8_1mY
TOW6doLBfE0.2,['Entertainment'],"['00:00:18.640', '00:00:41.710']",TOW6doLBfE0
mELuZqGFZ_0.13,['People & Blogs'],"['00:02:12.860', '00:02:41.910']",mELuZqGFZ_0
V7vcxpGdC9E.3,['News & Politics'],"['00:00:37.200', '00:00:49.170']",V7vcxpGdC9E
kGLbZajSNVY.7,['Gaming'],"['00:01:53.110', '00:02:04.870']",kGLbZajSNVY
ibNQpGlw86c.38,['Entertainment'],"['00:06:26.400', '00:06:38.800']",ibNQpGlw86c
BAlAy_tHrZ8.11,['Gaming'],"['00:02:06.320', '00:02:17.390']",BAlAy_tHrZ8
mwpe1oY8a9g.9,['Film & Animation'],"['00:01:39.450', '00:01:54.780']",mwpe1oY8a9g
VQx3SPqchAE.45,['Science & Technology'],"['00:08:14.620', '00:08:24.970']",VQx3SPqchAE
FPaDE0uP210.16,['Gaming'],"['00:02:49.849', '00:03:00.019']",FPaDE0uP210
_5lQibweCws.17,['News & Politics'],"['00:02:04.154', '00:02:20.570']",_5lQibweCws
gJxfLfzW1LM.2,['People & Blogs'],"['00:00:28.179', '00:00:45.520']",gJxfLfzW1LM
LBDD7xonQeI.1,['Autos & Vehicles'],"['00:00:15.719', '00:00:26.670']",LBDD7xonQeI
DERUMu9keNE.46,['Howto & Style'],"['00:07:39.220', '00:07:52.650']",DERUMu9keNE
q39XbjzMqUg.35,['Sports'],"['00:05:15.600', '00:05:25.919']",q39XbjzMqUg
l4XfehQJ8l4.49,['Film & Animation'],"['00:09:18.100', '00:09:28.480']",l4XfehQJ8l4
qK2uOInn_qo.3,['Entertainment'],"['00:00:40.260', '00:00:54.960']",qK2uOInn_qo
p9Rhk2Nurp4.14,['Entertainment'],"['00:01:49.210', '00:01:59.470']",p9Rhk2Nurp4
39NUKNJLyPM.13,['Science & Technology'],"['00:04:04.190', '00:04:19.190']",39NUKNJLyPM
oiK69EGXVa4.20,['Sports'],"['00:04:04.400', '00:04:14.840']",oiK69EGXVa4
VMOZ6Qwdruk.16,['Science & Technology'],"['00:07:07.130', '00:07:20.419']",VMOZ6Qwdruk
N74zn7bCpq8.36,['Pets & Animals'],"['00:06:29.310', '00:06:49.670']",N74zn7bCpq8
3QTnteZgITc.1,['Science & Technology'],"['00:00:07.230', '00:00:25.439']",3QTnteZgITc
1Ota-eJVc_o.14,['Education'],"['00:01:55.170', '00:02:09.740']",1Ota-eJVc_o
nF-Xtg9FFK0.18,['Sports'],"['00:03:31.620', '00:03:46.650']",nF-Xtg9FFK0
og_y_aWvC7M.9,['Pets & Animals'],"['00:01:18.790', '00:01:47.020']",og_y_aWvC7M
o_1bGEY9dME.1,['Sports'],"['00:00:28.360', '00:00:43.050']",o_1bGEY9dME
5Fv1lymQMuk.3,['Autos & Vehicles'],"['00:00:24.779', '00:00:35.340']",5Fv1lymQMuk
HCz2MI4GHG8.93,['Entertainment'],"['00:11:11.860', '00:11:28.379']",HCz2MI4GHG8
VHg3v2KCLjE.6,['Science & Technology'],"['00:00:57.780', '00:01:10.140']",VHg3v2KCLjE
q4O8TBfj3BM.40,['Autos & Vehicles'],"['00:07:27.939', '00:07:42.800']",q4O8TBfj3BM
myydBoXXvwo.3,['Education'],"['00:00:39.480', '00:00:57.739']",myydBoXXvwo
JHqKqXh0bb0.4,['News & Politics'],"['00:00:41.430', '00:00:53.340']",JHqKqXh0bb0
Y8tDaPLHxiE.6,['Science & Technology'],"['00:00:41.860', '00:01:02.800']",Y8tDaPLHxiE
lqdb4kjiM00.7,['News & Politics'],"['00:01:21.030', '00:01:32.200']",lqdb4kjiM00
ZSpN6zGRHgQ.10,['Autos & Vehicles'],"['00:01:31.350', '00:01:48.149']",ZSpN6zGRHgQ
ZSV9ru5ddAg.27,['Howto & Style'],"['00:05:05.630', '00:05:22.610']",ZSV9ru5ddAg
cAIi_Nja9CA.6,['News & Politics'],"['00:00:51.570', '00:01:09.750']",cAIi_Nja9CA
gCtvzTSzMxY.7,['News & Politics'],"['00:01:37.409', '00:01:48.780']",gCtvzTSzMxY
mNV0npZd0-E.35,['Education'],"['00:06:09.800', '00:06:28.280']",mNV0npZd0-E
V-uZiHSw1jc.9,['News & Politics'],"['00:01:42.320', '00:01:57.770']",V-uZiHSw1jc
q39Tl3_-OvQ.5,['Sports'],"['00:01:00.149', '00:01:17.400']",q39Tl3_-OvQ
kTio7cMoJIM.33,['Travel & Events'],"['00:06:13.849', '00:06:38.719']",kTio7cMoJIM
rJsah2cO5q0.18,['Entertainment'],"['00:02:34.800', '00:02:53.680']",rJsah2cO5q0
LUJB28u3PEY.5,['Howto & Style'],"['00:01:14.880', '00:01:30.720']",LUJB28u3PEY
iNRSTCH_moA.4,['Film & Animation'],"['00:00:39.180', '00:00:56.000']",iNRSTCH_moA
l29qELo78rU.14,['Education'],"['00:02:54.260', '00:03:04.670']",l29qELo78rU
qum3uekRDw4.2,['Science & Technology'],"['00:00:26.759', '00:00:44.850']",qum3uekRDw4
g9Z9q7WY0Ls.15,['Gaming'],"['00:02:28.810', '00:02:44.110']",g9Z9q7WY0Ls
rT1O51wHuS8.13,['Gaming'],"['00:02:55.540', '00:03:12.520']",rT1O51wHuS8
JK12U3XNG14.1,['Education'],"['00:00:10.800', '00:00:27.480']",JK12U3XNG14
JO2WD_8fVh8.13,['Sports'],"['00:02:22.560', '00:02:35.250']",JO2WD_8fVh8
pal217dIhFc.3,['Comedy'],"['00:00:27.693', '00:00:39.939']",pal217dIhFc
mEofA0SvS1k.7,['Howto & Style'],"['00:01:16.439', '00:01:29.400']",mEofA0SvS1k
1ItW5yz9L6M.8,['Science & Technology'],"['00:01:37.080', '00:01:47.160']",1ItW5yz9L6M
5BkVoUW_T04.5,['Science & Technology'],"['00:00:45.360', '00:01:00.800']",5BkVoUW_T04
c4w3uL2xDgw.11,['Education'],"['00:01:07.090', '00:01:18.640']",c4w3uL2xDgw
ZjvaBNLrKMw.30,['People & Blogs'],"['00:06:49.000', '00:07:10.160']",ZjvaBNLrKMw
oHTl5PgvMpw.16,['Entertainment'],"['00:02:49.540', '00:03:01.540']",oHTl5PgvMpw
L8mYbvrRrPs.16,['Autos & Vehicles'],"['00:03:21.870', '00:03:37.020']",L8mYbvrRrPs
lmd0eezoD-c.10,['Sports'],"['00:02:43.650', '00:02:58.319']",lmd0eezoD-c
aTXPrK_Bv4I.10,['Education'],"['00:01:19.680', '00:01:32.053']",aTXPrK_Bv4I
mtjt6Y_LNrY.49,['Howto & Style'],"['00:07:05.280', '00:07:22.000']",mtjt6Y_LNrY
iJ0MaSk5rxg.5,['Entertainment'],"['00:00:53.059', '00:01:19.590']",iJ0MaSk5rxg
1a1c_zLu82Q.3,['People & Blogs'],"['00:00:59.809', '00:01:17.600']",1a1c_zLu82Q
VYaIwG2yGAY.1,['Howto & Style'],"['00:00:05.640', '00:00:18.750']",VYaIwG2yGAY
iEXK3NuGarU.10,['Travel & Events'],"['00:02:36.030', '00:02:47.090']",iEXK3NuGarU
avbzBTEiI7M.16,['Pets & Animals'],"['00:02:21.908', '00:02:34.020']",avbzBTEiI7M
gMplD5MrXMI.5,['Science & Technology'],"['00:01:33.140', '00:01:43.520']",gMplD5MrXMI
g3MTTwPn-Fk.11,['Entertainment'],"['00:01:27.450', '00:01:41.820']",g3MTTwPn-Fk
e567LE4GPK0.3,['Howto & Style'],"['00:00:34.910', '00:00:49.820']",e567LE4GPK0
7QLN8TdVjjQ.2,['Nonprofits & Activism'],"['00:00:24.759', '00:00:41.260']",7QLN8TdVjjQ
iFHaIhaRIo4.2,['Science & Technology'],"['00:00:29.460', '00:00:42.870']",iFHaIhaRIo4
BWZ7Abm9z28.47,['Travel & Events'],"['00:09:28.390', '00:09:43.480']",BWZ7Abm9z28
3_h9ZE-I0_4.53,['Entertainment'],"['00:09:40.990', '00:10:07.540']",3_h9ZE-I0_4
aX-xnfHLIMc.30,['Film & Animation'],"['00:04:53.950', '00:05:04.600']",aX-xnfHLIMc
lcMUgSzHEgI.5,['Sports'],"['00:01:05.430', '00:01:21.720']",lcMUgSzHEgI
mvjoc8gwwK8.12,['Education'],"['00:01:48.149', '00:02:03.899']",mvjoc8gwwK8
VduYfWYYufI.3,['Education'],"['00:00:30.080', '00:00:44.559']",VduYfWYYufI
N50iDavT7sU.4,['News & Politics'],"['00:00:24.930', '00:00:37.440']",N50iDavT7sU
af26Swu7tG0.21,['Science & Technology'],"['00:03:45.270', '00:03:58.230']",af26Swu7tG0
lBISchhhwjM.12,['Autos & Vehicles'],"['00:01:47.549', '00:02:00.119']",lBISchhhwjM
qiKe9daTjjY.2,['Travel & Events'],"['00:00:50.670', '00:01:04.619']",qiKe9daTjjY
p_QFd2Vw3us.5,['Howto & Style'],"['00:01:19.409', '00:01:40.829']",p_QFd2Vw3us
l4iVhzeegyk.24,['Sports'],"['00:05:51.300', '00:06:04.650']",l4iVhzeegyk
niTkE-F6Pmc.37,['Education'],"['00:06:18.639', '00:06:34.800']",niTkE-F6Pmc
B40YquF2B94.6,['Howto & Style'],"['00:01:08.130', '00:01:21.240']",B40YquF2B94
pycBEZorw2k.26,['Howto & Style'],"['00:04:17.260', '00:04:47.750']",pycBEZorw2k
mYhrCS3uFdA.6,['Pets & Animals'],"['00:00:54.690', '00:01:13.750']",mYhrCS3uFdA
n0Z0zTWHIAU.3,['News & Politics'],"['00:00:33.600', '00:00:53.129']",n0Z0zTWHIAU
m3MlPyNGYrA.24,['Science & Technology'],"['00:04:05.640', '00:04:17.549']",m3MlPyNGYrA
ndmjhyNSNcE.25,['News & Politics'],"['00:04:05.650', '00:04:17.079']",ndmjhyNSNcE
az1PTIehYKI.46,['Science & Technology'],"['00:06:37.476', '00:06:52.796']",az1PTIehYKI
V_EdWuqNF7o.3,['Science & Technology'],"['00:00:21.689', '00:00:37.980']",V_EdWuqNF7o
J0TxCNIGgRg.2,['News & Politics'],"['00:00:18.270', '00:00:30.420']",J0TxCNIGgRg
pR4H0hqLMG4.6,['Pets & Animals'],"['00:01:31.770', '00:01:43.660']",pR4H0hqLMG4
RAHTtiPicvU.16,['Education'],"['00:02:06.247', '00:02:22.060']",RAHTtiPicvU
b1vyMU7npVw.6,['News & Politics'],"['00:01:09.299', '00:01:36.060']",b1vyMU7npVw
nP5efbYfBPU.1,['Pets & Animals'],"['00:00:07.379', '00:00:23.460']",nP5efbYfBPU
lv-gE4ZhUfI.3,['Sports'],"['00:00:19.350', '00:00:29.950']",lv-gE4ZhUfI
pBCD_yDxFb4.10,['Entertainment'],"['00:01:42.659', '00:01:55.409']",pBCD_yDxFb4
nNwqVg84MVc.26,['Entertainment'],"['00:03:46.736', '00:03:57.555']",nNwqVg84MVc
kSMsYJejOXw.5,['Entertainment'],"['00:00:44.040', '00:00:55.370']",kSMsYJejOXw
VIBpeTBlF4c.4,['Travel & Events'],"['00:00:23.997', '00:00:36.682']",VIBpeTBlF4c
r7uzJGAg4B8.2,['News & Politics'],"['00:00:21.300', '00:00:36.090']",r7uzJGAg4B8
leRHa53kgRk.7,['News & Politics'],"['00:01:12.420', '00:01:30.390']",leRHa53kgRk
oBT3jeKjRWU.9,['Sports'],"['00:01:13.799', '00:01:34.950']",oBT3jeKjRWU
NEAwe1sEOuc.37,['Science & Technology'],"['00:05:58.319', '00:06:09.680']",NEAwe1sEOuc
e58bRBzfdN4.6,['News & Politics'],"['00:00:57.449', '00:01:14.460']",e58bRBzfdN4
lgL8lIockEY.52,['Sports'],"['00:10:40.240', '00:10:52.930']",lgL8lIockEY
7TgcK5m-UcY.70,['Science & Technology'],"['00:13:04.420', '00:13:21.850']",7TgcK5m-UcY
1DB2O2ZhsPo.93,['Comedy'],"['00:12:33.680', '00:12:43.839']",1DB2O2ZhsPo
XFOqZu8vJX8.20,['Education'],"['00:04:03.840', '00:04:39.810']",XFOqZu8vJX8
5DD8Yzpxkeg.23,['Howto & Style'],"['00:03:55.099', '00:04:07.479']",5DD8Yzpxkeg
p9zRjUhrwtg.41,['Education'],"['00:04:56.380', '00:05:13.220']",p9zRjUhrwtg
ZR2M_Q9t7Vw.7,['People & Blogs'],"['00:00:56.443', '00:01:09.623']",ZR2M_Q9t7Vw
nrNgraxhLfg.15,['Howto & Style'],"['00:03:37.890', '00:04:16.120']",nrNgraxhLfg
ZFJfY4NDt98.4,['Howto & Style'],"['00:00:49.469', '00:01:00.570']",ZFJfY4NDt98
oz9n8_ibTfU.2,['News & Politics'],"['00:00:20.279', '00:00:30.359']",oz9n8_ibTfU
g0QkhoHkrUw.30,['Education'],"['00:05:20.360', '00:05:32.750']",g0QkhoHkrUw
niMXkqnGl7E.11,['Entertainment'],"['00:01:53.100', '00:02:03.509']",niMXkqnGl7E
NLmp6Ykb6eU.14,['Gaming'],"['00:02:18.390', '00:02:32.190']",NLmp6Ykb6eU
1LOVKTc1Q20.4,['Film & Animation'],"['00:00:46.710', '00:01:06.380']",1LOVKTc1Q20
nHnnaUlLLrY.4,['News & Politics'],"['00:00:35.880', '00:00:46.980']",nHnnaUlLLrY
giQMvHf9teY.30,['Travel & Events'],"['00:03:00.280', '00:03:10.830']",giQMvHf9teY
VCw0xiwypeo.29,['News & Politics'],"['00:05:10.100', '00:05:20.900']",VCw0xiwypeo
XXehcKiocAs.10,['Science & Technology'],"['00:01:38.130', '00:01:53.939']",XXehcKiocAs
Vb31BJmZH3Q.1,['Science & Technology'],"['00:00:05.160', '00:00:17.430']",Vb31BJmZH3Q
aglVNbpZaFY.1,['People & Blogs'],"['00:00:10.889', '00:00:46.180']",aglVNbpZaFY
392CiPxp7vg.8,['Science & Technology'],"['00:01:31.979', '00:01:49.310']",392CiPxp7vg
c0h79COuSXU.6,['Pets & Animals'],"['00:01:18.750', '00:01:31.170']",c0h79COuSXU
NNzV_fPHek8.3,['Film & Animation'],"['00:00:20.490', '00:00:47.340']",NNzV_fPHek8
R6MpZaEn0CM.15,['Education'],"['00:02:52.480', '00:03:25.440']",R6MpZaEn0CM
qD67uQ5QiZc.45,['Film & Animation'],"['00:08:46.770', '00:09:07.450']",qD67uQ5QiZc
